# Time-averaged data for fix aveE
# TimeStep v_varbias
7100000 -0.00413229
7110000 -0.0037091
7120000 -0.00348868
7130000 -0.0028761
7140000 -0.00286651
7150000 -0.00297737
7160000 -0.00304765
7170000 -0.00280452
7180000 -0.00276225
7190000 -0.00291352
7200000 -0.00228325
7210000 -0.00230388
7220000 -0.00141743
7230000 -0.00120334
7240000 -0.00170676
7250000 -0.00126542
7260000 -0.00156986
7270000 -0.00170845
7280000 -0.00236832
7290000 -0.00217206
7300000 -0.00218426
7310000 -0.00191231
7320000 -0.00131264
7330000 -0.00131719
7340000 -0.00146522
7350000 -0.00158465
7360000 -0.00212505
7370000 -0.00210552
7380000 -0.00127445
7390000 -0.00091884
7400000 -0.00148144
7410000 -0.00154237
7420000 -0.000616824
7430000 -0.000127295
7440000 -0.00175104
7450000 0.00360371
7460000 0.00323997
7470000 0.00380872
7480000 0.00369783
7490000 0.00399861
7500000 0.00352308
7510000 0.00370998
7520000 0.00410741
7530000 0.00426698
7540000 0.00444128
7550000 0.00442854
7560000 0.00430815
7570000 0.00420347
7580000 0.0044069
7590000 0.00442574
7600000 0.00468804
7610000 0.00470446
7620000 0.00486396
7630000 0.00489852
7640000 0.00501346
7650000 0.00495244
7660000 0.00523343
7670000 0.00527379
7680000 0.00532782
7690000 0.00511513
7700000 0.00551854
7710000 0.00554382
7720000 0.00562096
7730000 0.00554602
7740000 0.00585664
7750000 0.00574959
7760000 0.00566451
7770000 0.00577078
7780000 0.00593115
7790000 0.00592913
7800000 0.00560389
7810000 0.00557401
7820000 0.00577111
7830000 0.00570201
7840000 0.00582085
7850000 0.00593136
7860000 0.00610913
7870000 0.00632454
7880000 0.00654114
7890000 0.00633913
7900000 0.00642096
7910000 0.0066912
7920000 0.0069757
7930000 0.00715905
7940000 0.00721527
7950000 0.00730193
7960000 0.007426
7970000 0.00724135
7980000 0.00727662
7990000 0.00747297
8000000 0.00759606
8010000 0.00766263
8020000 0.00761849
8030000 0.00774374
8040000 0.00783228
8050000 0.0080904
8060000 0.00808837
8070000 0.00823001
8080000 0.008136
8090000 0.00799154
8100000 0.0079304
8110000 0.00777952
8120000 0.0077774
8130000 0.00779059
8140000 0.00771009
8150000 0.00752405
8160000 0.00752234
8170000 0.00761418
8180000 0.00768195
8190000 0.00760485
8200000 0.00767067
8210000 0.00771982
8220000 0.00783535
8230000 0.00805046
8240000 0.00804852
8250000 0.00820437
8260000 0.00806989
8270000 0.0080218
8280000 0.0079387
8290000 0.00812707
8300000 0.00803784
8310000 0.00825262
8320000 0.00837003
8330000 0.00839312
8340000 0.00840254
8350000 0.00843104
8360000 0.00839906
8370000 0.00844824
8380000 0.00864029
8390000 0.00869586
8400000 0.00872939
8410000 0.00873116
8420000 0.00883813
8430000 0.00870299
8440000 0.00878979
8450000 0.00882224
8460000 0.00889133
8470000 0.00899289
8480000 0.00910399
8490000 0.00885046
8500000 0.00881823
8510000 0.0088771
8520000 0.00888547
8530000 0.00887559
8540000 0.00905211
8550000 0.00917782
8560000 0.00916145
8570000 0.0094049
8580000 0.00953796
8590000 0.00968244
8600000 0.00965431
8610000 0.00964872
8620000 0.0096336
8630000 0.00963153
8640000 0.00957428
8650000 0.00965405
8660000 0.00958626
8670000 0.00980078
8680000 0.00985672
8690000 0.00977633
8700000 0.00976134
8710000 0.00981172
8720000 0.00994246
8730000 0.00993374
8740000 0.00994934
8750000 0.0100043
8760000 0.010031
8770000 0.0101667
8780000 0.0102565
8790000 0.0101867
8800000 0.0102362
8810000 0.0103595
8820000 0.0103701
8830000 0.0104407
8840000 0.010481
8850000 0.0105803
8860000 0.0106431
8870000 0.0106777
8880000 0.010709
8890000 0.010612
8900000 0.0106707
8910000 0.010713
8920000 0.0108731
8930000 0.0110578
8940000 0.0111155
8950000 0.0111413
8960000 0.0111977
8970000 0.0111353
8980000 0.0111434
8990000 0.0111137
9000000 0.0111729
9010000 0.0113868
9020000 0.0114084
9030000 0.0115621
9040000 0.0114733
9050000 0.0115613
9060000 0.0116944
9070000 0.0116082
9080000 0.0116329
9090000 0.0117213
9100000 0.0119265
9110000 0.0119226
9120000 0.0121556
9130000 0.0122238
9140000 0.0121983
9150000 0.0122806
9160000 0.0124534
9170000 0.0126593
9180000 0.0126698
9190000 0.0126829
9200000 0.0126151
9210000 0.0126976
9220000 0.0128236
9230000 0.0128406
9240000 0.0127596
9250000 0.0127747
9260000 0.0128162
9270000 0.0128082
9280000 0.0128045
9290000 0.0129632
9300000 0.0129665
9310000 0.0128784
9320000 0.012853
9330000 0.0128711
9340000 0.0128629
9350000 0.0127627
9360000 0.012854
9370000 0.0129052
9380000 0.0129093
9390000 0.0129731
9400000 0.0130131
9410000 0.0130785
9420000 0.013126
